NAME	cluster dominant cell type	X	Y
TYPE	group	numeric	numeric
963	CD8+ CXCR4+ T cell	0.9829572078924309	-0.4582597697820369
965	CD4+ T cell	1.659817794544267	-0.3070701126087047
966	CD4+ T cell	1.1999164393477375	-0.5984553611302876
967	CD16+ NK cell	-6.954943863359039	-0.1806690345182802
968	CD4+ T cell	2.8216362819608856	-0.6767699356033046
970	CD8+ CXCR4+ T cell	-4.575423765457712	3.4667649896991883
972	CD4+ T cell	1.980688835663308	-1.3459862268962415
973	CD8+ CXCR4+ T cell	-4.709580657573223	3.3745243596147323
974	CD8+ CXCR4+ T cell	-4.272982116494705	1.829473808376976
976	CD4+ T cell	3.1599152875764496	-4.3826811986659315
977	CD8+ GNLY+ T cell	-5.160101651326658	1.448539678979658
978	CD4+ T cell	2.0753055155550424	-0.035162249941284585
979	CD8+ CXCR4+ T cell	-4.420166181237807	2.8921951206144985
980	CD8+ CXCR4+ T cell	-4.328461952982713	3.260572408597329
981	CD4+ T cell	1.8289401528489473	0.38233120263302245
982	CD4+ T cell	1.7230879217415944	-0.8091526229688106
983	CD8+ CXCR4+ T cell	-3.4638193168736975	3.6413349929127654
985	CD8+ CXCR4+ T cell	-3.454189431244031	3.8974155206803798
986	CD8+ CXCR4+ T cell	-3.673711465901221	3.527157111231166
987	CD8+ PD1+ T cell	-1.4646271703423417	1.1613980978468244
990	CD4+ T cell	0.7942098142012342	-2.151888227335976
993	CD8+ CXCR4+ T cell	-4.357532005261067	2.0978907249140377
994	CD8+ CXCR4+ T cell	-3.7817430496090925	2.971217776881172
995	CD8+ CXCR4+ T cell	-2.643185400133902	2.543521007078964
996	CD4+ T cell	2.9056485894899016	0.030068062727167777
998	CD4+ T cell	5.544977975749506	0.08477173462754012
1028	CD4+ T cell	3.9620636419207775	-1.8133962298673871
1029	CD4+ T cell	2.266699224465703	-1.6363639972081403
1033	CD4+ T cell	1.0036057497860662	-3.7858223220403273
1036	CD4+ T cell	2.414748014283398	-2.0780207083014517
1038	CD4+ T cell	4.138107270564833	-1.415650718569547
1041	CD4+ T cell	2.1148355423742986	-1.8203581950947278
1043	CD4+ T cell	1.1312603428130947	-2.6542082392650475
1044	CD8+ GNLY+ T cell	-5.582073590761606	-1.3362277131997167
1055	CD4+ T cell	2.11839363040749	-3.7919269966024727
1056	CD4+ T cell	1.1692688195008218	-3.9474677704146686
1057	CD4+ Treg cell	4.694248017037293	1.640715405098284
1058	CD4+ Treg cell	5.273721393981326	1.8563172028787465
1059	CD4+ T cell	4.2794467851384566	-4.133189403130679
1063	CD4+ T cell	4.195594382442096	-4.300611129084188
1064	CD4+ T cell	3.3660902532602686	-3.886085609950702
1068	CD4+ T cell	1.356671981942098	-3.9706539529555567
1069	CD4+ T cell	1.847308593539682	-3.9087282974009856
1076	CD4+ T cell	0.829462594325254	-2.3511789782105526
1077	CD4+ T cell	3.137997989782786	-3.2187500458323846
1078	CD4+ T cell	2.9039435354173575	-1.6168148213156626
1087	CD4+ T cell	0.6353634826232406	-3.578152709586971
1088	CD4+ T cell	0.41569395629046535	-2.7058980476439443
1090	CD8+ GNLY+ T cell	-5.70874763260776	0.9059976570053705
1093	CD4+ T cell	4.641873678536886	1.0885345983359112
1094	CD8+ CXCR4+ T cell	-0.14882244800777578	-1.6648515752993982
1095	CD4+ T cell	0.8566720572153426	-3.864685245593133
1096	CD4+ T cell	0.9503840976542659	-2.602493120264178
1098	CD4+ T cell	0.5942669378416088	-2.824881176273761
1100	CD4+ T cell	2.507007698654795	1.5123016432968412
1101	CD4+ T cell	0.40619021095847363	-4.190171054802216
1102	CD4+ T cell	4.15341258611824	-1.4308934990433668
1169	CD8+ PD1+ T cell	-1.5514160595628914	0.7966930511745763
1175	CD8+ GNLY+ T cell	-5.9183607859644525	-1.6204669758103853
